url,n_stars,created_at,updated_at,pushed_at,is_fork,archived_at,is_template,license,primary_language,topics,description
lark-parser/lark,3844,2017-02-04T20:38:59Z,2023-07-01T06:44:37Z,2023-06-29T08:17:52Z,False,,False,MIT License,Python,"['parser', 'parsing-library', 'parser-library', 'parsing-engine', 'earley', 'lalr', 'python', 'lark', 'cyk', 'grammar', 'parse', 'tree']","Lark is a parsing toolkit for Python, built with a focus on ergonomics, performance and modularity."
larskanis/glu,2,2014-03-12T13:46:13Z,2018-03-07T10:27:05Z,2017-06-25T08:08:33Z,True,,False,MIT License,C,[],"Glu bindings for ruby, works in tandem with opengl gem."
larskanis/glut,2,2014-03-12T13:45:48Z,2023-02-13T20:01:40Z,2017-06-02T20:55:31Z,True,,False,MIT License,C,[],Glut bindings for ruby. Used with the opengl gem.
lastfm/liblastfm,64,2012-07-16T16:19:31Z,2023-03-13T07:19:20Z,2021-10-16T16:27:55Z,True,,False,GNU General Public License v3.0,C++,[],A Qt C++ library for the Last.fm webservices
latchset/clevis,671,2015-12-04T19:09:08Z,2023-07-02T13:30:08Z,2023-06-15T11:01:51Z,False,,False,GNU General Public License v3.0,Shell,[],Automated Encryption Framework
latchset/custodia,82,2015-03-04T14:45:03Z,2023-06-15T18:45:00Z,2023-02-09T17:25:59Z,False,,False,GNU General Public License v3.0,Python,[],An API to manage secrets storage and retrieval
latchset/jose,145,2016-06-08T22:09:59Z,2023-06-27T09:06:15Z,2023-06-07T10:31:58Z,False,,False,Apache License 2.0,C,[],C-language implementation of Javascript Object Signing and Encryption
latchset/jwcrypto,370,2015-03-04T16:27:37Z,2023-06-30T23:05:03Z,2023-06-27T05:08:12Z,False,,False,GNU Lesser General Public License v3.0,Python,[],"Implements JWK,JWS,JWE specifications using python-cryptography"
latchset/kdcproxy,52,2014-01-16T18:39:59Z,2023-03-29T20:37:36Z,2021-08-12T16:37:05Z,False,,False,MIT License,Python,"['kerberos', 'krb5', 'https', 'http', 'proxy', 'wsgi', 'wsgi-application', 'python']",A kerberos KDC HTTP/HTTPS proxy WSGI module
latchset/libverto,12,2016-09-26T20:17:19Z,2023-05-30T03:21:06Z,2021-08-17T15:18:48Z,False,,False,MIT License,C,"['libverto', 'verto', 'event-loop', 'krb5', 'kerberos']","Offical repository for libverto, an async event loop abstraction library"
latchset/luksmeta,22,2016-04-21T22:13:49Z,2023-02-24T07:42:25Z,2021-06-21T11:38:18Z,False,,False,GNU Lesser General Public License v2.1,C,[],
latchset/mod_auth_mellon,98,2019-10-21T12:51:45Z,2023-06-20T20:36:46Z,2023-06-21T14:25:36Z,True,,False,Other,C,[],An Apache module with a simple SAML 2.0 service provider
latchset/tang,363,2015-11-13T16:47:53Z,2023-06-30T16:47:52Z,2023-06-29T12:38:08Z,False,,False,GNU General Public License v3.0,C,[],Tang binding daemon
lathiat/nss-mdns,175,2016-08-09T13:53:54Z,2023-06-26T06:08:19Z,2022-12-08T01:26:44Z,False,,False,GNU Lesser General Public License v2.1,C,[],
latture/json2table,53,2016-05-13T10:07:01Z,2023-03-28T07:58:18Z,2016-10-21T22:37:42Z,False,,False,MIT License,Python,"['python', 'json', 'html', 'converter', 'html-table']",Converts JSON to an HTML table
lautis/uglifier,612,2010-11-03T20:56:15Z,2023-04-27T23:17:32Z,2021-09-10T19:05:38Z,False,,False,MIT License,JavaScript,"['ruby', 'javascript', 'uglifyjs', 'minify']",Ruby wrapper for UglifyJS JavaScript compressor.
lawsie/guizero,352,2016-11-14T08:55:03Z,2023-06-01T11:38:29Z,2023-05-19T13:06:04Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],A Python 3 library to allow learners to quickly and easily create GUIs.
layeh/gopher-luar,229,2015-02-22T14:11:07Z,2023-06-29T16:07:25Z,2023-06-05T11:42:28Z,False,,False,Mozilla Public License 2.0,Go,[],simplifies data passing to and from gopher-lua
lbonn/rofi,486,2017-01-09T19:07:31Z,2023-07-01T22:15:54Z,2023-04-26T09:36:46Z,True,,False,Other,C,[],"Rofi: A window switcher, run dialog and dmenu replacement - fork with wayland support"
lcp/mokutil,41,2012-09-04T09:25:07Z,2023-06-22T07:28:41Z,2023-06-30T02:44:41Z,False,,False,GNU General Public License v3.0,C,[],The utility to manipulate machine owner keys
ldc-developers/ldc,1114,2011-08-08T17:10:27Z,2023-07-01T14:03:36Z,2023-06-29T23:06:15Z,False,,False,Other,D,"['ldc', 'llvm', 'd', 'compiler', 'dlang']",The LLVM-based D Compiler.
ldelossa/responserecorder,1,2021-02-01T00:14:57Z,2021-07-12T03:56:52Z,2021-07-11T16:22:59Z,False,,False,MIT License,Go,[],A ResponseRecorder for production
ldn-softdev/jtc,483,2018-07-20T15:37:13Z,2023-06-22T21:04:54Z,2022-10-29T15:50:12Z,False,,False,MIT License,C++,"['json', 'json-parser', 'json-manipulation', 'json-tree', 'cli', 'walk-paths', 'lexemes', 'source-json', 'subscripts', 'recursive-search', 'json-element', 'manipulate-jsons', 'subscript-lexemes', 'json-entry', 'unix-shell', 'unix-command', 'unix', 'tool', 'command-line', 'multithreading']",JSON processing utility
leahneukirchen/nq,2710,2015-07-31T14:17:30Z,2023-07-02T03:04:30Z,2023-01-30T13:21:16Z,False,,False,Other,C,[],Unix command line queue utility
leamas/ddupdate,36,2017-12-25T19:17:37Z,2023-05-15T10:48:27Z,2023-01-24T07:31:49Z,False,,False,MIT License,Python,[],Update DNS Data for Dynamic IP Addresses
ledisdb/ledisdb,3980,2014-04-30T00:43:09Z,2023-07-02T12:14:02Z,2023-06-23T15:20:54Z,False,,False,MIT License,Go,"['ledisdb', 'redis', 'rocksdb-support', 'support-cluster', 'goleveldb', 'golang']",A high performance NoSQL Database Server powered by Go
leejarvis/slop,1123,2010-11-26T22:09:15Z,2023-06-04T00:21:19Z,2023-03-08T21:13:07Z,False,,False,MIT License,Ruby,"['command-line', 'option-parser', 'simple', 'easy-to-use', 'ruby', 'beginner-friendly']",Simple Lightweight Option Parsing - ✨ new contributors welcome ✨
leethomason/tinyxml2,4531,2012-02-25T05:15:50Z,2023-07-02T11:18:00Z,2023-06-09T01:43:38Z,False,,False,zlib License,C++,[],"TinyXML2 is a simple, small, efficient, C++ XML parser that can be easily integrated into other programs."
lefcha/imapfilter,803,2011-03-06T10:57:28Z,2023-06-24T23:49:32Z,2023-01-08T13:43:50Z,False,,False,MIT License,C,[],IMAP mail filtering utility
lehoff/chronos,84,2012-02-13T09:06:13Z,2023-01-31T21:11:18Z,2022-05-13T07:26:34Z,False,,False,MIT License,Erlang,[],Timer module for Erlang that makes it easy to abstact time out of the tests.
leibnitz27/cfr,1608,2014-05-12T16:39:42Z,2023-07-01T14:53:11Z,2022-08-12T07:31:33Z,False,,False,MIT License,Java,[],This is the public repository for the CFR Java decompiler
lemenkov/erlsyslog,11,2011-07-07T09:06:48Z,2016-09-16T17:05:15Z,2016-10-19T15:33:25Z,False,,False,,Erlang,[],Another one Erlang's syslog library.
lemire/javaewah,537,2010-10-04T18:49:09Z,2023-06-28T22:00:09Z,2023-03-08T15:59:55Z,False,,False,Apache License 2.0,Java,"['bitset', 'ewah', 'bitmap-indexes', 'java']",A compressed alternative to the Java BitSet class
leo-arch/clifm,1006,2018-02-19T23:53:56Z,2023-07-01T20:01:02Z,2023-07-02T14:00:40Z,False,,False,GNU General Public License v2.0,C,"['file-manager', 'filemanager', 'text-based', 'cli', 'command-line', 'c', 'console', 'terminal', 'file-browser', 'file-preview', 'plugins', 'autosuggestion', 'syntax-highlighting', 'fzf', 'shell', 'batch-rename', 'developer-tools']","The shell-like, command line terminal file manager: simple, fast, extensible, and lightweight as hell"
leodido/go-urn,67,2017-11-21T02:58:47Z,2023-06-25T15:19:00Z,2023-04-30T01:24:08Z,False,,False,MIT License,Go,"['urn', 'parser', 'rfc-2141', 'ragel', 'go', 'hacktoberfest']",Parser for uniform resource names as seen on RFC 2141
leohemsted/smartypants.py,18,2017-11-30T16:29:51Z,2023-02-09T19:16:21Z,2021-09-06T11:28:55Z,False,,False,Other,Python,[],Translate plain ASCII punctuation characters into “smart” typographic punctuation HTML entities.
leonelquinteros/gotext,385,2016-06-19T20:14:43Z,2023-07-01T03:01:06Z,2023-05-29T23:03:24Z,False,,False,Other,Go,"['go', 'po-files', 'translation', 'language', 'i18n', 'gettext', 'golang', 'internationalization', 'l10n', 'translated-strings', 'plural-form']",Go (Golang) GNU gettext utilities package 
lepture/authlib,3820,2017-10-27T06:52:26Z,2023-07-02T11:19:05Z,2023-06-28T03:52:58Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['oauth', 'oauth2', 'oidc', 'oauth2-server', 'oauth2-provider', 'openid-connect', 'jwt', 'jws', 'jwk', 'jwe', 'jose', 'flask', 'django']","The ultimate Python library in building OAuth, OpenID Connect clients and servers. JWS,JWE,JWK,JWA,JWT included."
wtforms/flask-wtf,1378,2012-02-29T16:38:52Z,2023-06-30T04:38:07Z,2023-06-06T02:11:41Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python', 'flask', 'wtforms', 'html', 'flask-wtf', 'forms']","Simple integration of Flask and WTForms, including CSRF, file upload and Recaptcha integration."
lepture/mistune,2290,2014-02-18T10:13:04Z,2023-07-02T15:14:32Z,2023-06-27T13:43:54Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,['markdown'],A fast yet powerful Python Markdown parser with renderers and plugins.
lepture/python-livereload,991,2012-05-03T16:38:39Z,2023-06-27T11:04:51Z,2023-06-19T13:16:06Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],livereload server in python
lerno/naga,1,2015-03-30T10:31:27Z,2020-09-30T09:57:01Z,2020-09-30T09:56:59Z,False,,False,MIT License,Java,[],Simplified Java NIO asynchronous sockets
lesfurets/git-octopus,220,2014-06-03T18:25:55Z,2023-05-09T15:22:58Z,2019-10-01T12:47:28Z,False,,False,GNU Lesser General Public License v3.0,Go,"['git', 'continuous-delivery', 'workflow']",The continuous merge workflow
leshchenko1979/reretry,16,2022-05-04T15:37:10Z,2023-05-25T19:39:34Z,2023-05-22T08:28:14Z,True,,False,Other,Python,"['decorator', 'python', 'retry']",An easy-to-use but functional retry decorator in python
lesscpy/lesscpy,143,2012-01-28T14:45:59Z,2023-01-21T01:20:23Z,2022-10-21T11:39:27Z,False,,False,MIT License,Less,"['python', 'css', 'less', 'ply', 'compiler', 'lex', 'yacc']",Python LESS compiler
lestrrat-go/apache-logformat,47,2014-01-14T06:45:32Z,2023-06-22T01:27:51Z,2022-01-18T22:22:19Z,False,,False,MIT License,Go,[],Port of Perl5's Apache::LogFormat::Compiler to golang
lestrrat-go/envload,3,2016-12-27T09:32:03Z,2018-03-07T05:02:51Z,2018-02-20T23:40:24Z,False,,False,MIT License,Go,[],Restore and load environment variables
lestrrat-go/strftime,94,2016-12-30T15:26:17Z,2023-01-09T13:40:49Z,2023-05-30T23:22:58Z,False,,False,MIT License,Go,[],Fast strftime for Go
letoams/hash-slinger,44,2014-01-17T04:40:01Z,2023-03-05T19:24:29Z,2023-06-02T18:34:57Z,False,,False,GNU General Public License v2.0,Python,[],
letsencrypt/challtestsrv,13,2018-12-05T17:27:18Z,2023-06-23T20:46:57Z,2022-03-19T02:24:00Z,False,,False,Mozilla Public License 2.0,Go,[],"Small TEST-ONLY server for mock DNS & responding to HTTP-01, DNS-01, and TLS-ALPN-01 ACME challenges."
letsencrypt/pebble,528,2016-11-24T19:37:28Z,2023-06-29T09:22:01Z,2023-05-30T15:31:58Z,False,,False,Mozilla Public License 2.0,Go,"['acme', 'rfc-8555', 'letsencrypt', 'acme-server', 'testing', 'certificate-authority', 'pki', 'https', 'x509']","A miniature version of Boulder, Pebble is a small RFC 8555 ACME test server not suited for a production certificate authority."
lh3/bwa,1317,2011-01-14T01:36:33Z,2023-07-01T18:06:33Z,2023-04-26T08:12:19Z,False,,False,GNU General Public License v3.0,C,"['bioinformatics', 'sequence-alignment', 'genomics', 'fm-index']",Burrow-Wheeler Aligner for short-read alignment (see minimap2 for long-read alignment)
lh3/miniasm,271,2015-11-05T19:25:42Z,2023-05-24T14:40:32Z,2022-12-03T19:15:25Z,False,,False,MIT License,TeX,"['bioinformatics', 'genomics', 'denovo-assembly']",Ultrafast de novo assembly for long noisy reads (though having no consensus step)
liamg/gitjacker,1500,2020-09-23T18:33:08Z,2023-07-01T14:29:02Z,2022-12-23T13:31:12Z,False,,False,The Unlicense,Go,"['git', 'pentesting', 'penetration-testing', 'hacking', 'red-team']",🔪 :octocat: Leak git repositories from misconfigured websites
liamg/scout,470,2019-12-01T11:10:36Z,2023-06-26T10:24:44Z,2022-11-22T06:30:54Z,False,,False,The Unlicense,Go,"['fuzzer', 'url', 'url-fuzzer', 'security', 'pentesting', 'hackthebox']","🔭 Lightweight URL fuzzer and spider: Discover a web server's undisclosed files, directories and VHOSTs"
liamg/tml,718,2019-05-02T06:55:02Z,2023-06-28T14:39:28Z,2023-05-22T10:29:28Z,False,,False,The Unlicense,Go,"['terminal', 'tui', 'terminal-ui', 'colours', 'colors', 'cli', 'cli-app']",:rainbow::computer::art: A tiny markup language for terminal output. Makes formatting output in CLI apps easier!
lib/pq,8143,2012-03-12T18:50:22Z,2023-07-02T16:12:09Z,2023-07-02T08:46:49Z,False,,False,MIT License,Go,[],Pure Go Postgres driver for database/sql
libbpf/libbpf,1505,2018-10-10T00:24:34Z,2023-07-02T17:15:07Z,2023-06-25T05:59:33Z,False,,False,Other,C,"['libbpf', 'bpf', 'tracing']",Automated upstream mirror for libbpf stand-alone build.
libdfp/libdfp,80,2014-01-14T19:08:58Z,2023-06-18T09:56:35Z,2022-09-22T13:20:00Z,False,,False,Other,C,"['decimal-floating-point', 'math-library']",Decimal Floating Point C Library
libdns/libdns,196,2020-04-30T04:58:00Z,2023-06-28T23:25:49Z,2023-06-30T14:56:12Z,False,,False,MIT License,Go,[],Core interfaces for universal DNS record manipulation across providers
liberationfonts/liberation-fonts,341,2018-04-13T13:48:27Z,2023-06-25T12:24:15Z,2022-12-02T22:56:06Z,False,,False,Other,Makefile,[]," The Liberation(tm) Fonts is a font family which aims at metric compatibility with Arial, Times New Roman, and Courier New."
liberationfonts/liberation-sans-narrow,29,2018-04-10T12:30:25Z,2023-04-13T04:18:22Z,2021-03-10T05:50:02Z,False,,False,Other,Makefile,[],This is sans-serif narrow TrueType fonts that replaced commonly used Arial narrow.
liberfa/erfa,114,2013-05-16T21:38:36Z,2023-05-17T02:47:58Z,2023-04-25T23:56:31Z,False,,False,Other,C,[],Essential Routines for Fundamental Astronomy. Maintainers: @eteq @mhvk @sergiopasra
liberfa/pyerfa,25,2020-05-05T01:16:07Z,2023-02-06T08:46:24Z,2023-04-21T01:07:10Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python', 'astronomy', 'space', 'science', 'coordinate']",Python bindings for ERFA routines
libfuse/python-fuse,247,2015-12-19T20:25:15Z,2023-06-03T10:05:31Z,2022-04-25T06:27:59Z,False,,False,GNU Lesser General Public License v2.1,Python,"['python', 'fuse', 'filesystem']",Python 2.x/3.x bindings for libfuse 2.x
libfuse/sshfs,5022,2015-12-21T18:47:27Z,2023-07-01T15:11:54Z,2022-09-03T19:24:40Z,False,2022-05-26T20:27:40Z,False,GNU General Public License v2.0,C,[],A network filesystem client to connect to SSH servers
libgit2/git2go,1855,2013-03-05T19:50:43Z,2023-07-02T01:58:29Z,2023-04-05T21:11:18Z,False,,False,MIT License,Go,"['libgit2', 'git2go']",Git to Go; bindings for libgit2. Like McDonald's but tastier.
libgit2/rugged,2206,2010-09-10T16:18:17Z,2023-07-01T04:15:02Z,2023-04-25T22:32:05Z,False,,False,MIT License,C,"['libgit2', 'ruby', 'git']",ruby bindings to libgit2
libguestfs/libnbd,32,2019-05-16T19:54:49Z,2023-06-09T11:26:47Z,2023-03-22T16:52:37Z,False,,False,Other,C,[],THIS REPO IS UNMAINTAINED.  Go to --> https://gitlab.com/nbdkit/libnbd
libguestfs/nbdkit,209,2013-06-21T09:43:21Z,2023-07-01T15:37:04Z,2023-05-17T16:10:01Z,False,,False,Other,C,[],THIS REPO IS UNMAINTAINED. Go to --> https://gitlab.com/nbdkit/nbdkit
libguestfs/virt-v2v,51,2019-10-16T13:43:00Z,2023-06-17T06:56:10Z,2023-06-30T09:51:14Z,False,,False,GNU General Public License v2.0,OCaml,[],Virt-v2v converts guests from foreign hypervisors to run on KVM
libhangul/ibus-hangul,57,2009-02-18T14:22:03Z,2023-05-28T23:58:01Z,2023-04-30T11:25:19Z,True,,False,GNU General Public License v2.0,C,[],The hangul engine for IBus
libhangul/libhangul,174,2011-11-03T13:49:09Z,2023-06-14T06:47:30Z,2023-04-15T02:38:43Z,False,,False,GNU Lesser General Public License v2.1,C,[],A library to support hangul input method logic
libhangul/scim-hangul,6,2012-06-06T12:55:54Z,2023-05-21T17:14:07Z,2014-04-07T15:12:40Z,False,,False,GNU General Public License v2.0,C++,[],Hangul IMEngine for SCIM
libhugetlbfs/libhugetlbfs,186,2015-05-28T18:35:42Z,2023-05-19T07:25:31Z,2022-10-13T12:30:00Z,False,,False,,C,[],
libimobiledevice/idevicerestore,1008,2013-10-24T12:16:31Z,2023-06-25T14:42:20Z,2023-05-23T11:44:23Z,False,,False,GNU Lesser General Public License v3.0,C,"['restore', 'firmware', 'c', 'idevicerestore', 'ipsw', 'ios', 'shsh', 'signing']",Restore/upgrade firmware of iOS devices
libimobiledevice/libirecovery,463,2013-02-13T14:38:54Z,2023-06-30T19:00:24Z,2023-05-23T02:09:30Z,False,,False,GNU Lesser General Public License v2.1,C,"['iboot', 'library', 'irecovery', 'dfu', 'ios', 'ibss']","Library and utility to talk to iBoot/iBSS via USB on Mac OS X, Windows, and Linux"
libinjection/libinjection,86,2020-08-04T23:31:12Z,2023-06-20T06:09:11Z,2023-04-15T12:22:11Z,False,,False,Other,C,[],SQL / SQLI tokenizer parser analyzer
libkeepass/pykeepass,358,2016-10-02T15:54:03Z,2023-06-09T18:18:58Z,2023-06-05T21:38:49Z,False,,False,GNU General Public License v3.0,Python,"['keepass', 'kdbx', 'python', 'password-manager', 'hacktoberfest']",Python library to interact with keepass databases (supports KDBX3 and KDBX4)
libkml/libkml,45,2015-04-04T21:42:07Z,2023-05-05T05:30:42Z,2022-09-06T23:28:04Z,False,,False,Other,C++,[],Reference implementation of OGC KML 2.2
libmpack/libmpack-lua,16,2017-03-19T13:39:17Z,2022-08-28T02:43:16Z,2023-03-16T23:48:13Z,False,,False,MIT License,C,[],libmpack lua binding
libnet/libnet,814,2009-02-19T00:11:23Z,2023-07-02T15:39:46Z,2023-05-21T08:46:11Z,False,,False,"BSD 2-Clause ""Simplified"" License",C,"['network-packets', 'ospf', 'rip', 'bgp', 'mpls', 'igmp', 'gre', 'tcp', 'udp', 'hsrp', 'ntp', 'arp', 'dhcp', 'dns', 'dot1x', 'dot1q']",A portable framework for low-level network packet construction
libnxz/power-gzip,18,2020-03-11T06:55:03Z,2023-04-13T23:04:34Z,2023-04-07T19:56:18Z,False,,False,,C,[],POWER NX zlib compliant library
libofx/libofx,45,2016-09-08T20:32:37Z,2023-05-10T03:25:52Z,2023-02-05T22:35:42Z,False,,False,GNU General Public License v2.0,C++,[],The libofx OFX banking protocol abstraction library
